statement_id,Link,Publication Date,Entities,Annual Revenue,Industry Sectors,Countries
7162,https://modernslaveryregister.gov.au/statements/7162/,2022-01-14 11:25:01,"['AMATEK HOLDINGS LIMITED (42 081 878 453), AMATEK INDUSTRIES PTY LIMITED (27 081 870 653), AMATEK INVESTMENTS PTY LIMITED (40 081 870 706), AUSTRAL BRONZE CRANE COPPER LIMITED (31 008 466 840), BANDELLE PTY. LIMITED (26 003 921 891), BARON INSULATION PTY LTD (99 132 459 931), CRANE ENFIELD METALS PTY. LIMITED (51 008 408 151), CRANE GROUP LIMITED (91 008 410 302), CRANE SHARE PLAN PTY LTD (57 080 982 207), CREVET LTD. (25 011 027 115), CREVET PIPELINES PTY LTD (26 002 992 896), CTCI PTY LIMITED (86 152 253 837), EE-FIT PTY LIMITED (82 147 368 358), EFA TECHNOLOGIES PTY LTD (41 083 189 897), FBHS (AUST) PTY LTD (83 126 232 504), FBSOL PTY LIMITED (75 147 653 825), FLETCHER BUILDING (AUSTRALIA) PTY LTD (11 093 539 452), FLETCHER BUILDING PRODUCTS AUSTRALIA PTY LTD (72 166 188 610), FLETCHER INDUSTRIES AUSTRALIA PTY LIMITED (97 009 643 672), FLETCHER INSULATION PTY LIMITED (72 001 175 355), GATIC PTY LIMITED (78 006 799 757), GERALDTON INDEPENDENT BUILDING SUPPLIES PTY LTD (55 097 089 944), IPLEX PIPELINES AUSTRALIA PTY LIMITED (56 079 613 308), IPLEX PROPERTIES PTY. LIMITED (91 080 073 070), KEY PLASTICS PTY. LTD. (80 000 063 623), KINGSTON BRIDGE ENGINEERING PTY LTD (38 068 106 356), LAMINATES HOLDINGS PTY LIMITED (39 125 475 863), LAMINEX GROUP PTY LIMITED (98 004 093 092), LAMINEX OVERSEAS HOLDINGS PTY LIMITED (70 125 356 916), LAMINEX US HOLDINGS PTY LIMITED (18 125 357 066), MILNES HOLDINGS LTD. (96 003 466 591), MORINDA AUSTRALIA PTY LTD (34 082 051 287), NORTHERN IRON AND BRASS FOUNDRY PTY. LTD. (83 078 991 803), OLIVERI SOLUTIONS PTY LIMITED (12 007 551 886), POLYMER FUSION EDUCATION PTY LTD (47 102 473 049), S CUBED PTY LIMITED (73 147 653 816), STRAMIT CORPORATION PTY LIMITED (57 005 010 195), TASMAN AUSTRALIA PTY LIMITED (43 081 835 074), TASMAN BUILDING PRODUCTS PTY LIMITED (62 081 835 154), TBP GROUP PTY LTD (68 083 878 460), TRADELINK PTY LIMITED (29 000 003 832)']",1BN+,"['Construction, civil engineering and building products']",['New Zealand']
7164,https://modernslaveryregister.gov.au/statements/7164/,2022-12-22 11:24:37,['Chorus Limited'],1BN+,['Information technology and telecommunication'],['New Zealand']
7165,https://modernslaveryregister.gov.au/statements/7165/,2022-01-14 11:14:14,"['A.C.N. 085 239 998 PTY LTD (39 085 239 998), KENTUCKY FRIED CHICKEN PTY LTD (79 000 587 780), KFC ADCO LIMITED (22 083 047 992)']",1BN+,"['Food and beverages, agriculture and fishing']",['Australia']
7166,https://modernslaveryregister.gov.au/statements/7166/,2022-03-03 09:37:36,['MCCOSKER CONTRACTING PTY LTD (42 070 997 787)'],100-150M,"['Construction, civil engineering and building products']",['Australia']
7169,https://modernslaveryregister.gov.au/statements/7169/,2022-01-20 08:02:40,['Pengana Emerging Companies Fund'],300-350M,"['Financial, insurance and real estate activities']",['Australia']
7171,https://modernslaveryregister.gov.au/statements/7171/,2022-01-20 07:35:28,['FLAVOUR MAKERS PTY LTD (65 005 953 168)'],100-150M,"['Food and beverages, agriculture and fishing']",['Australia']
7172,https://modernslaveryregister.gov.au/statements/7172/,2022-01-20 08:05:37,['RONDO BUILDING SERVICES PTY LTD (69 000 289 207)'],200-250M,"['Construction, civil engineering and building products']",['Australia']
7174,https://modernslaveryregister.gov.au/statements/7174/,2022-01-20 07:37:15,['HEALTH PARTNERS LIMITED (43 128 282 904)'],150-200M,"['Financial, insurance and real estate activities']",['Australia']
7176,https://modernslaveryregister.gov.au/statements/7176/,2022-01-20 07:28:05,"['ARC METAL GROUP PTY LTD (72 615 321 438), HACER AUSTRALIA PTY LTD (90 650 862 721), HACER GROUP AUSTRALIA PTY LTD (69 612 663 831), Hacer Group NSW Pty Ltd (99 604 733 282), Hacer Group Qld Pty Ltd (87 142 880 975), HACER GROUP SA PTY LTD (66 605 304 514), HACER GROUP WA PTY LTD (48 604 376 632), THE TRUSTEE FOR THE HACER GROUP UNIT TRUST (86 972 049 616)']",450-500M,"['Construction, civil engineering and building products']",['Australia']
7181,https://modernslaveryregister.gov.au/statements/7181/,2022-01-20 07:29:51,['BEACH ENERGY LIMITED (20 007 617 969)'],1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
7182,https://modernslaveryregister.gov.au/statements/7182/,2022-01-20 07:31:05,"[""Cancer Institute (NSW) (48 538 442 594), CENTRAL COAST LOCAL HEALTH DISTRICT (88 523 389 096), FAR WEST LOCAL HEALTH DISTRICT (71 030 541 064), HUNTER NEW ENGLAND LOCAL HEALTH DISTRICT (63 598 010 203), ILLAWARRA SHOALHAVEN LOCAL HEALTH DISTRICT (13 567 011 035), JUSTICE HEALTH AND FORENSIC MENTAL HEALTH NETWORK (70 194 595 506), MID NORTH COAST LOCAL HEALTH DISTRICT (57 946 356 658), MURRUMBIDGEE LOCAL HEALTH DISTRICT (71 172 428 618), NEPEAN BLUE MOUNTAINS LOCAL HEALTH DISTRICT (31 910 677 424), NORTHERN NSW LOCAL HEALTH DISTRICT (67 284 856 520), NORTHERN SYDNEY LOCAL HEALTH DISTRICT (63 834 171 987), SOUTH EASTERN SYDNEY LOCAL HEALTH DISTRICT (70 442 041 439), SOUTHERN NSW LOCAL HEALTH DISTRICT (94 495 894 851), SOUTH WESTERN SYDNEY LOCAL HEALTH DISTRICT (46 738 965 845), SYDNEY LOCAL HEALTH DISTRICT (17 520 269 052), THE SYDNEY CHILDREN'S HOSPITALS NETWORK (RANDWICK AND WESTMEAD) (INCORPORATING THE ROYAL ALEXANDRA HOSPITAL FOR CHILDREN) (53 188 579 090), WESTERN NSW LOCAL HEALTH DISTRICT (50 629 556 404), WESTERN SYDNEY LOCAL HEALTH DISTRICT (48 702 394 764)""]",1BN+,['Healthcare and pharmaceuticals'],['Australia']
7183,https://modernslaveryregister.gov.au/statements/7183/,2022-01-20 07:30:05,['BOOM LOGISTICS LTD (28 095 466 961)'],150-200M,"['Mining, metals, chemicals and resources (including oil and gas)\nConstruction, civil engineering and building products\nOther']",['Australia']
7185,https://modernslaveryregister.gov.au/statements/7185/,2022-01-20 08:06:24,['Seven Group Holdings Limited (46 142 003 469)'],1BN+,['Other'],['Australia']
7189,https://modernslaveryregister.gov.au/statements/7189/,2022-01-20 07:29:32,['BDO GROUP HOLDINGS LIMITED (77 133 657 833)'],200-250M,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
7194,https://modernslaveryregister.gov.au/statements/7194/,2022-01-20 07:51:26,"['NATIONAL STORAGE HOLDINGS LIMITED (38 166 572 845), THE TRUSTEE FOR NATIONAL STORAGE PROPERTY TRUST (89 097 160 227)']",300-350M,"['Transportation, logistics, and storage']",['Australia']
7195,https://modernslaveryregister.gov.au/statements/7195/,2022-01-20 07:34:16,['DIRECT GROUP INVESTMENTS PTY LTD (67 602 302 205)'],Unknown,['Other'],['Australia']
7196,https://modernslaveryregister.gov.au/statements/7196/,2022-01-20 07:37:39,['HUB24 LIMITED (87 124 891 685)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
7197,https://modernslaveryregister.gov.au/statements/7197/,2022-01-20 07:44:48,['MONADELPHOUS GROUP LIMITED (28 008 988 547)'],1BN+,"['Construction, civil engineering and building products']",['Australia']
7199,https://modernslaveryregister.gov.au/statements/7199/,2022-01-20 07:45:00,"['MOTORONE BIDCO PTY LTD (86 613 796 357), MOTORONE HOLDCO PTY LTD (62 613 795 887), MOTORONE MEZZCO PTY LTD (90 613 794 755), MOTORONE TOPCO PTY LTD (82 613 793 472)']",600-700M,"['Automotive, machinery and heavy electrical equipment']",['Australia']
7200,https://modernslaveryregister.gov.au/statements/7200/,2022-01-20 07:51:47,['NATIONAL TYRE & WHEEL LIMITED (97 095 843 020)'],450-500M,"['Automotive, machinery and heavy electrical equipment']",['Australia']
7201,https://modernslaveryregister.gov.au/statements/7201/,2022-01-20 07:32:27,['CREDIT DATA SOLUTIONS PTY LTD (72 606 370 576)'],150-200M,['Other'],['Australia']
7203,https://modernslaveryregister.gov.au/statements/7203/,2022-01-20 08:13:57,['The Trustee for Port of Melbourne Unit Trust (83 751 315 034)'],600-700M,"['Transportation, logistics, and storage']",['Australia']
7205,https://modernslaveryregister.gov.au/statements/7205/,2022-01-20 07:32:01,['Codan Limited (77 007 590 605)'],400-450M,['Other'],['Australia']
7206,https://modernslaveryregister.gov.au/statements/7206/,2022-01-20 08:03:22,"['R.C. & L.C. Holdings Pty Limited (41 105 030 117), RICHARD CROOKES CONSTRUCTIONS PTY. LIMITED (33 001 375 266)']",1BN+,"['Construction, civil engineering and building products']",['Australia']
7208,https://modernslaveryregister.gov.au/statements/7208/,2022-01-20 08:06:35,['Sika Australia Pty Ltd (12 001 342 349)'],250-300M,['Other'],['Australia']
7210,https://modernslaveryregister.gov.au/statements/7210/,2022-03-03 09:36:04,"['C0001 PTY LTD (13 618 935 069), Slade Health Pty Ltd (59 151 218 978), W.H. MCCARTHY PTY LTD (73 000 004 893)']",1BN+,['Healthcare and pharmaceuticals'],['Australia']
7213,https://modernslaveryregister.gov.au/statements/7213/,2022-01-14 13:35:28,['EMERGENCY SERVICES SUPERANNUATION BOARD (28 161 296 741)'],1BN+,"['Financial, insurance and real estate activities']",['Australia']
7215,https://modernslaveryregister.gov.au/statements/7215/,2022-01-20 08:12:54,['BECTON DICKINSON PTY. LTD. (82 005 914 796)'],300-350M,['Healthcare and pharmaceuticals'],['United States of America']
7219,https://modernslaveryregister.gov.au/statements/7219/,2022-01-20 08:12:54,"['ACCESS COMMERCIAL SECURITY PTY LTD (31 115 389 707), ACCESS CORPORATE SERVICES PTY LTD (19 142 688 284), Access Doors (Tas) Pty Ltd (30 145 480 771), ACCESS HARDWARE HOLDINGS PTY. LTD. (36 123 214 611), ACCESS HARDWARE PTY. LTD. (34 006 426 820), ACCESS HARDWARE (TAS) PTY. LTD. (36 080 370 109)']",100-150M,"['Construction, civil engineering and building products']",['Australia']
7220,https://modernslaveryregister.gov.au/statements/7220/,2022-01-14 11:16:55,['McMillan Shakespeare Limited (74 107 233 983)'],500-600M,"['Financial, insurance and real estate activities']",['Australia']
7223,https://modernslaveryregister.gov.au/statements/7223/,2022-01-14 11:14:56,['MCCAIN FOODS (AUST) PTY LTD (96 000 629 587)'],800-900M,"['Food and beverages, agriculture and fishing']",['Australia']
7224,https://modernslaveryregister.gov.au/statements/7224/,2022-01-14 11:30:02,"['COTY AUSTRALIA HOLDINGS PTY LTD (52 626 169 711), COTY AUSTRALIA PTY LTD (83 000 303 391)']",200-250M,['Cosmetics and toiletries'],['Australia']
7226,https://modernslaveryregister.gov.au/statements/7226/,2022-01-14 11:25:19,['Perseus Mining Limited (27 106 808 986)'],600-700M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
7231,https://modernslaveryregister.gov.au/statements/7231/,2022-01-20 08:11:02,['VERMONT AUS HOLDCO PTY LTD (82 626 842 135)'],1BN+,"['Food and beverages, agriculture and fishing\nHealthcare and pharmaceuticals\nOther']",['Australia']
7232,https://modernslaveryregister.gov.au/statements/7232/,2022-02-01 08:50:21,"['AUSTRALIAN FAST FOODS PTY. LIMITED (31 008 647 907), CRAVEABLE BRANDS PTY LTD (42 151 143 065), PAGAC CHICKEN TENDERS HOLDINGS III PTY LIMITED (84 634 719 458), PAGAC CHICKEN TENDERS HOLDINGS II PTY LIMITED (55 634 720 068), PAGAC CHICKEN TENDERS HOLDINGS I PTY LIMITED (39 634 495 275), PAGAC CHICKEN TENDERS HOLDINGS IV PTY LIMITED (88 634 718 602), QSRH BORROWING CO PTY LTD (32 151 147 518), QSRH BORROWING MIDCO PTY LTD (92 151 149 834), Quick Service Restaurants Finance Pty Limited (35 124 415 032), Quick Service Restaurants Holdings Pty Limited (37 124 415 041), RED ROOSTER FOODS PTY LTD (51 008 754 096)']",1BN+,"['Food and beverages, agriculture and fishing']",['Australia']
7235,https://modernslaveryregister.gov.au/statements/7235/,2022-01-20 08:07:30,['SUMO AUSTRALIA LTD (84 602 964 143)'],100-150M,"['Utilities: gas, water and electricity\nInformation technology and telecommunication']",['Australia']
7236,https://modernslaveryregister.gov.au/statements/7236/,2022-01-14 13:38:08,['THE FRANK WHIDDON MASONIC HOMES OF NEW SOUTH WALES (49 082 385 091)'],Unknown,['Charitable / not-for-profit activities'],['Australia']
7237,https://modernslaveryregister.gov.au/statements/7237/,2022-01-20 08:05:49,['SCHIAVELLO CONSTRUCTION PTY LTD (64 117 216 314)'],Unknown,"['Construction, civil engineering and building products']",['Australia']
7242,https://modernslaveryregister.gov.au/statements/7242/,2022-01-20 08:10:41,['UNITINGSA LTD (29 335 570 988)'],100-150M,['Healthcare and pharmaceuticals'],['Australia']
7243,https://modernslaveryregister.gov.au/statements/7243/,2022-01-20 08:13:57,['The Trustee for Terra Australis Partners III Trust (66 126 532 937)'],150-200M,"['Financial, insurance and real estate activities']",['Australia']
7244,https://modernslaveryregister.gov.au/statements/7244/,2022-01-20 07:36:12,['H.J. LANGDON & CO. PROPRIETARY LIMITED (89 006 641 701)'],100-150M,"['Food and beverages, agriculture and fishing']",['Australia']
7245,https://modernslaveryregister.gov.au/statements/7245/,2022-01-20 08:11:53,"['ZIP CO LIMITED (50 139 546 428), ZIPMONEY PAYMENTS PTY LTD (58 164 440 993)']",500-600M,"['Financial, insurance and real estate activities']",['Australia']
7246,https://modernslaveryregister.gov.au/statements/7246/,2022-01-20 07:44:22,"['MCDONALD JONES HOMES PTY LTD (59 089 524 050), McDonald Jones Homes (Sydney) Pty Ltd (65 135 576 680), MOJO HOMES PTY LIMITED (31 166 754 696)']",500-600M,"['Construction, civil engineering and building products']",['Australia']
7248,https://modernslaveryregister.gov.au/statements/7248/,2022-01-14 11:45:38,['ESTEE LAUDER PTY. LIMITED (63 008 444 719)'],250-300M,['Cosmetics and toiletries'],['United States of America']
7250,https://modernslaveryregister.gov.au/statements/7250/,2022-01-20 08:06:01,['SCHIAVELLO INTERNATIONAL PTY LTD (47 093 924 353)'],Unknown,['Other'],['Australia']
7251,https://modernslaveryregister.gov.au/statements/7251/,2022-01-20 08:02:37,['Pengana Australian Equities Fund'],250-300M,"['Financial, insurance and real estate activities']",['Australia']
7254,https://modernslaveryregister.gov.au/statements/7254/,2022-01-20 07:30:19,['BORDER EXPRESS PTY LTD (82 000 533 880)'],Unknown,"['Transportation, logistics, and storage']",['Australia']
7257,https://modernslaveryregister.gov.au/statements/7257/,2022-01-20 08:03:49,['REDBUBBLE LIMITED (11 119 200 592)'],600-700M,['Other'],['Australia']
7262,https://modernslaveryregister.gov.au/statements/7262/,2022-03-03 09:37:27,['The Trustee for PATTERSON FAMILY TRUST (46 108 655 267)'],100-150M,"['Construction, civil engineering and building products']",['Australia']
7263,https://modernslaveryregister.gov.au/statements/7263/,2022-01-20 07:31:34,['CHUBB INSURANCE AUSTRALIA LTD (23 001 642 020)'],1BN+,"['Financial, insurance and real estate activities']",['Australia']
7267,https://modernslaveryregister.gov.au/statements/7267/,2022-01-20 08:02:22,['PANTHER TOPCO PTY LTD (79 626 390 136)'],Unknown,['Education and research'],['Australia']
7269,https://modernslaveryregister.gov.au/statements/7269/,2022-01-20 07:28:20,"['AUSTAL BRISBANE PTY LTD (26 104 531 991), AUSTAL BRISBANE PTY LTD (26 104 531 991), AUSTAL HOLDINGS VIETNAM PTY LTD (40 624 726 674), AUSTAL LIMITED (73 009 250 266), AUSTAL PHILIPPINES PTY LIMITED (88 079 160 651), AUSTAL SHIPS PTY LTD (80 079 160 679)']",1BN+,"['Automotive, machinery and heavy electrical equipment\nDefence and aerospace\nOther']",['Australia']
7272,https://modernslaveryregister.gov.au/statements/7272/,2022-01-14 13:35:28,['CHURCHES OF CHRIST IN QUEENSLAND (28 953 930 342)'],300-350M,['Charitable / not-for-profit activities'],['Australia']
7274,https://modernslaveryregister.gov.au/statements/7274/,2022-01-20 08:03:33,['R.K ARNOLD & G DOWD & M.B DUNPHY & A MACVEAN & S.P MORGAN & E.M PATON & K.J STALLARD & E WOOLLEY (58 041 376 985)'],Unknown,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
7275,https://modernslaveryregister.gov.au/statements/7275/,2022-01-20 07:37:50,['INTEGRAL DIAGNOSTICS LIMITED (55 130 832 816)'],300-350M,['Healthcare and pharmaceuticals'],"['Australia, New Zealand']"
7277,https://modernslaveryregister.gov.au/statements/7277/,2022-01-20 08:03:01,['QUEENSLAND SUGAR LIMITED (76 090 152 211)'],900M-1BN,"['Food and beverages, agriculture and fishing']",['Australia']
7278,https://modernslaveryregister.gov.au/statements/7278/,2022-01-20 08:13:57,['TEACHERS MUTUAL BANK LIMITED (30 087 650 459)'],150-200M,"['Financial, insurance and real estate activities']",['Australia']
7279,https://modernslaveryregister.gov.au/statements/7279/,2022-01-20 07:31:19,['Charter Hall Limited (57 113 531 150)'],600-700M,"['Financial, insurance and real estate activities']",['Australia']
7282,https://modernslaveryregister.gov.au/statements/7282/,2022-01-20 07:43:43,['LLOYD GROUP PTY LTD (96 069 674 479)'],150-200M,"['Construction, civil engineering and building products']",['Australia']
